VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2017-01-01 07:23:34,2017-01-01 07:32:00,1,2.50,1,N,158,50,1,10.5,0,0.5,2.25,0,0.3,13.55
2,2017-01-01 07:20:09,2017-01-01 07:26:46,6,2.17,1,N,48,237,2,8.5,0,0.5,0,0,0.3,9.3
1,2017-01-01 07:25:22,2017-01-01 07:46:26,2,11.70,1,N,48,138,1,33,0,0.5,7.85,5.54,0.3,47.19
1,2017-01-01 07:09:50,2017-01-01 07:11:20,1,.50,1,N,50,50,2,3.5,0,0.5,0,0,0.3,4.3
2,2017-01-01 00:01:45,2017-01-01 00:19:14,2,15.34,2,N,132,170,1,52,0,0.5,0,5.54,0.3,58.34
2,2017-01-01 07:12:37,2017-01-01 07:18:26,1,1.55,1,N,89,188,2,7,0,0.5,0,0,0.3,7.8
2,2017-01-01 06:53:58,2017-01-01 07:02:00,6,1.80,1,N,79,68,2,8.5,0,0.5,0,0,0.3,9.3
2,2017-01-01 07:04:44,2017-01-01 07:25:59,1,8.26,1,N,52,82,1,26.5,0,0.5,1,0,0.3,28.3
2,2017-01-01 06:59:10,2017-01-01 07:25:05,3,18.24,5,N,230,1,2,75,0,0.5,0,16.38,0.3,92.18
1,2017-01-01 07:22:37,2017-01-01 07:25:51,1,1.10,1,N,229,140,1,5,0,0.5,0.5,0,0.3,6.3
2,2017-01-01 07:23:22,2017-01-01 07:33:24,1,2.46,1,N,142,100,2,10.5,0,0.5,0,0,0.3,11.3
1,2017-01-01 07:32:11,2017-01-01 07:36:49,1,1.90,1,N,140,170,1,7.5,0,0.5,1.65,0,0.3,9.95
1,2017-01-01 07:08:54,2017-01-01 07:24:50,2,2.80,1,N,145,226,2,13.5,0,0.5,0,0,0.3,14.3
1,2017-01-01 07:00:53,2017-01-01 07:13:35,1,4.90,1,N,148,236,2,15.5,0,0.5,0,0,0.3,16.3
1,2017-01-01 07:35:52,2017-01-01 07:52:53,2,5.10,1,N,79,37,2,18,0,0.5,0,0,0.3,18.8
1,2017-01-01 07:24:18,2017-01-01 07:33:11,1,1.70,1,N,231,232,2,8.5,0,0.5,0,0,0.3,9.3
1,2017-01-01 07:29:58,2017-01-01 07:34:55,1,1.00,1,N,231,45,2,6,0,0.5,0,0,0.3,6.8
1,2017-01-01 07:11:00,2017-01-01 07:14:07,4,.70,1,N,255,255,1,4.5,0,0.5,1.3,0,0.3,6.6
1,2017-01-01 06:55:21,2017-01-01 06:58:06,1,.60,1,N,137,224,2,4,0,0.5,0,0,0.3,4.8
1,2017-01-01 07:15:05,2017-01-01 07:32:48,1,12.70,2,N,142,197,1,52,0,0.5,15.8,0,0.3,68.6
2,2017-01-01 07:37:07,2017-01-01 07:46:08,2,2.83,1,N,263,230,2,10.5,0,0.5,0,0,0.3,11.3
1,2017-01-01 07:20:15,2017-01-01 07:34:33,1,6.60,1,N,246,244,2,21,0,0.5,0,0,0.3,21.8
2,2017-01-01 07:18:06,2017-01-01 07:23:03,1,2.09,1,N,263,74,1,7.5,0,0.5,2,0,0.3,10.3
2,2017-01-01 07:02:59,2017-01-01 07:09:32,1,1.49,1,N,142,43,2,7.5,0,0.5,0,0,0.3,8.3
2,2017-01-01 07:25:32,2017-01-01 07:36:25,1,5.24,1,N,7,7,2,16,0,0.5,0,0,0.3,16.8
2,2017-01-01 07:27:35,2017-01-01 07:34:49,1,1.58,1,N,74,166,2,7.5,0,0.5,0,0,0.3,8.3
2,2017-01-01 07:28:57,2017-01-01 07:50:54,1,17.17,2,N,132,186,2,52,0,0.5,0,5.54,0.3,58.34
2,2017-01-01 07:18:40,2017-01-01 07:42:16,1,14.03,3,N,13,1,1,56.5,0,0,14.56,16,0.3,87.36
1,2017-01-01 07:13:01,2017-01-01 07:31:18,1,5.50,1,N,36,170,1,18.5,0,0.5,1.24,5.54,0.3,26.08
1,2017-01-01 07:16:06,2017-01-01 07:40:37,2,8.70,1,N,80,42,1,27,0,0.5,6.95,0,0.3,34.75
2,2017-01-01 07:30:38,2017-01-01 07:42:34,3,4.83,1,N,264,264,1,16.5,0,0.5,4.32,0,0.3,21.62
2,2017-01-01 07:05:16,2017-01-01 07:15:31,1,5.22,1,N,152,48,2,16.5,0,0.5,0,0,0.3,17.3
2,2017-01-01 06:54:51,2017-01-01 07:18:09,1,16.43,2,N,162,132,2,52,0,0.5,0,0,0.3,52.8
2,2017-01-01 07:09:27,2017-01-01 07:30:01,2,5.32,1,N,226,48,2,19.5,0,0.5,0,0,0.3,20.3
1,2017-01-01 07:26:59,2017-01-01 07:41:56,1,3.50,1,N,163,146,2,14,0,0.5,0,0,0.3,14.8
2,2017-01-01 06:59:24,2017-01-01 07:08:18,1,2.16,1,N,48,137,2,9.5,0,0.5,0,0,0.3,10.3
2,2017-01-01 06:54:08,2017-01-01 07:00:35,1,1.41,1,N,234,246,2,7,0,0.5,0,0,0.3,7.8
1,2017-01-01 07:27:57,2017-01-01 07:39:23,1,1.20,1,N,166,166,2,8.5,0,0.5,0,0,0.3,9.3
1,2017-01-01 07:05:35,2017-01-01 07:10:45,1,.90,1,N,170,48,2,5.5,0,0.5,0,0,0.3,6.3
2,2017-01-01 07:29:00,2017-01-01 07:35:35,1,1.65,1,N,162,68,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2017-01-01 07:08:00,2017-01-01 07:17:37,2,3.51,1,N,114,50,1,12,0,0.5,2.56,0,0.3,15.36
2,2017-01-01 06:56:53,2017-01-01 07:05:42,1,3.47,1,N,107,263,2,11,0,0.5,0,0,0.3,11.8
2,2017-01-01 07:31:19,2017-01-01 07:36:06,1,1.97,1,N,79,229,2,7,0,0.5,0,0,0.3,7.8
2,2017-01-01 00:01:52,2017-01-01 00:09:28,5,2.54,1,N,162,146,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-01-01 07:33:43,2017-01-01 07:41:49,1,2.54,1,N,141,186,1,9.5,0,0.5,2.06,0,0.3,12.36
2,2017-01-01 06:56:36,2017-01-01 07:19:33,1,10.67,1,N,161,138,1,31,0,0.5,7.95,0,0.3,39.75
1,2017-01-01 07:24:30,2017-01-01 07:31:10,1,2.60,1,N,170,236,2,9,0,0.5,0,0,0.3,9.8
1,2017-01-01 07:22:19,2017-01-01 07:25:14,1,1.20,1,N,138,138,2,5.5,0,0.5,0,0,0.3,6.3
2,2017-01-01 07:07:15,2017-01-01 07:11:10,1,1.07,1,N,233,233,2,5.5,0,0.5,0,0,0.3,6.3
2,2017-01-01 07:10:41,2017-01-01 07:33:43,1,19.33,2,N,132,238,1,52,0,0.5,11.67,5.54,0.3,70.01
1,2017-01-01 06:58:45,2017-01-01 07:03:33,2,.90,1,N,249,68,1,5.5,0,0.5,1.55,0,0.3,7.85
1,2017-01-01 07:17:16,2017-01-01 07:24:45,1,2.80,1,N,263,137,1,10,0,0.5,2.7,0,0.3,13.5
2,2017-01-01 07:13:30,2017-01-01 07:29:30,1,5.70,1,N,90,226,1,18.5,0,0.5,0,0,0.3,19.3
1,2017-01-01 07:25:26,2017-01-01 07:39:14,1,5.60,1,N,211,75,1,17,0,0.5,4.45,0,0.3,22.25
2,2017-01-01 07:31:35,2017-01-01 07:45:56,1,4.98,1,N,223,43,2,16.5,0,0.5,0,0,0.3,17.3
2,2017-01-01 07:31:17,2017-01-01 07:44:25,5,4.53,1,N,164,179,2,15,0,0.5,0,0,0.3,15.8
1,2017-01-01 07:03:20,2017-01-01 07:12:08,1,2.10,1,N,37,17,2,9,0,0.5,0,0,0.3,9.8
2,2017-01-01 07:00:00,2017-01-01 07:06:06,3,1.78,1,N,48,239,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2017-01-01 07:37:32,2017-01-01 07:42:26,1,1.05,1,N,170,186,1,6,0,0.5,1.36,0,0.3,8.16
2,2017-01-01 06:55:17,2017-01-01 07:24:05,1,10.02,1,N,48,106,2,31.5,0,0.5,0,0,0.3,32.3
2,2017-01-01 07:38:09,2017-01-01 07:46:21,2,2.28,1,N,237,137,2,9.5,0,0.5,0,0,0.3,10.3
1,2017-01-01 07:17:54,2017-01-01 07:40:38,1,9.20,1,N,7,225,2,28,0,0.5,0,0,0.3,28.8
2,2017-01-01 07:15:53,2017-01-01 07:20:34,1,1.32,1,N,168,74,2,6,0,0.5,0,0,0.3,6.8
2,2017-01-01 07:32:58,2017-01-01 07:37:40,1,1.20,1,N,48,50,1,6,0,0.5,1,0,0.3,7.8
2,2017-01-01 07:37:35,2017-01-01 07:44:35,1,1.88,1,N,79,186,1,8,0,0.5,1.76,0,0.3,10.56
2,2017-01-01 07:06:52,2017-01-01 07:11:04,1,1.37,1,N,230,164,1,6,0,0.5,1.36,0,0.3,8.16
1,2017-01-01 07:37:56,2017-01-01 07:39:35,3,.50,1,N,90,68,2,3.5,0,0.5,0,0,0.3,4.3
1,2017-01-01 07:00:58,2017-01-01 07:04:25,1,.80,1,N,90,90,1,4.5,0,0.5,1.05,0,0.3,6.35
1,2017-01-01 07:33:18,2017-01-01 07:38:45,1,1.00,1,N,48,161,2,6,0,0.5,0,0,0.3,6.8
2,2017-01-01 07:20:09,2017-01-01 07:26:46,6,2.17,1,N,48,237,2,8.5,0,0.5,0,0,0.3,9.3
2,2017-01-01 07:23:15,2017-01-01 07:38:21,1,3.00,1,N,164,163,2,13,0,0.5,0,0,0.3,13.8
2,2017-01-01 07:08:46,2017-01-01 07:10:22,5,.63,1,N,229,140,2,4,0,0.5,0,0,0.3,4.8
1,2017-01-01 06:55:57,2017-01-01 07:12:51,1,4.70,1,N,262,90,1,16.5,0,0.5,4.3,0,0.3,21.6
1,2017-01-01 07:18:37,2017-01-01 07:32:16,1,5.10,1,N,137,217,2,17,0,0.5,0,0,0.3,17.8
2,2017-01-01 06:57:23,2017-01-01 07:13:03,2,4.99,1,N,90,75,2,16.5,0,0.5,0,0,0.3,17.3
1,2017-01-01 07:09:01,2017-01-01 07:23:25,1,2.80,1,N,116,69,2,12,0,0.5,0,0,0.3,12.8
2,2017-01-01 07:04:48,2017-01-01 07:32:32,2,11.38,1,N,226,212,2,35,0,0.5,0,5.54,0.3,41.34
1,2017-01-01 06:55:28,2017-01-01 07:11:36,1,5.80,1,N,68,226,3,19,0,0.5,0,0,0.3,19.8
2,2017-01-01 07:22:35,2017-01-01 07:36:03,1,6.35,1,N,262,244,1,19.5,0,0.5,0,0,0.3,20.3
1,2017-01-01 07:12:56,2017-01-01 07:24:06,1,2.10,1,N,163,186,1,10,0,0.5,2.15,0,0.3,12.95
1,2017-01-01 07:26:59,2017-01-01 07:41:56,1,3.50,1,N,163,146,2,14,0,0.5,0,0,0.3,14.8
2,2017-01-01 06:58:24,2017-01-01 07:09:04,5,2.59,1,N,141,238,2,10.5,0,0.5,0,0,0.3,11.3
1,2017-01-01 07:21:51,2017-01-01 07:26:32,1,.90,1,N,188,188,2,5.5,0,0.5,0,0,0.3,6.3
2,2017-01-01 07:24:44,2017-01-01 07:26:42,2,.43,1,N,161,48,2,3.5,0,0.5,0,0,0.3,4.3
1,2017-01-01 07:01:24,2017-01-01 07:02:57,1,.60,1,N,162,237,2,4,0,0.5,0,0,0.3,4.8
1,2017-01-01 06:57:07,2017-01-01 07:06:41,1,2.10,1,N,170,68,1,9.5,0,0.5,2.05,0,0.3,12.35
2,2017-01-01 07:22:42,2017-01-01 07:34:48,1,3.90,1,N,7,237,1,13.5,0,0.5,2.86,0,0.3,17.16
2,2017-01-01 07:05:54,2017-01-01 07:11:45,6,1.13,1,N,170,186,1,6,0,0.5,1.7,0,0.3,8.5
1,2017-01-01 00:01:53,2017-01-01 00:02:18,1,2.50,1,N,148,148,2,2.5,0.5,0.5,0,0,0.3,3.8
2,2017-01-01 07:09:58,2017-01-01 07:22:34,2,5.91,1,N,263,243,2,18.5,0,0.5,0,0,0.3,19.3
1,2017-01-01 07:33:22,2017-01-01 07:46:58,1,5.00,1,N,249,112,1,16.5,0,0.5,5.15,0,0.3,22.45
1,2017-01-01 07:00:16,2017-01-01 07:08:55,1,4.10,1,N,170,179,2,13,0,0.5,0,0,0.3,13.8
2,2017-01-01 07:10:11,2017-01-01 07:20:27,1,4.31,1,N,50,13,2,13.5,0,0.5,0,0,0.3,14.3
2,2017-01-01 07:01:41,2017-01-01 07:16:20,1,4.31,1,N,129,145,2,15.5,0,0.5,0,0,0.3,16.3
2,2017-01-01 07:10:31,2017-01-01 07:13:59,5,.71,1,N,68,90,1,5,0,0.5,1.16,0,0.3,6.96
1,2017-01-01 00:00:56,2017-01-01 00:05:49,1,.90,1,N,106,106,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-01-01 07:19:04,2017-01-01 07:26:54,1,1.88,1,N,142,100,1,8.5,0,0.5,2.32,0,0.3,11.62
1,2017-01-01 06:55:58,2017-01-01 07:05:15,1,3.60,1,N,151,50,1,12.5,0,0.5,2.65,0,0.3,15.95
1,2017-01-01 07:08:54,2017-01-01 07:24:50,2,2.80,1,N,145,226,2,13.5,0,0.5,0,0,0.3,14.3
2,2017-01-01 07:28:20,2017-01-01 07:46:59,1,5.33,1,N,231,107,2,20,0,0.5,0,0,0.3,20.8
2,2017-01-01 07:16:03,2017-01-01 07:24:28,2,1.41,1,N,161,162,1,8,0,0.5,1.76,0,0.3,10.56
1,2017-01-01 07:29:16,2017-01-01 07:41:38,1,4.60,1,N,107,226,2,15,0,0.5,0,0,0.3,15.8
2,2017-01-01 07:29:08,2017-01-01 07:55:41,5,17.14,3,N,164,1,2,64,0,0,0,15,0.3,79.3
2,2017-01-01 07:16:12,2017-01-01 07:28:49,2,4.98,1,N,79,238,1,15.5,0,0.5,3.26,0,0.3,19.56
2,2017-01-01 00:01:25,2017-01-01 00:38:39,2,19.68,1,N,132,112,1,55.5,0.5,0.5,0,0,0.3,56.8
1,2017-01-01 07:28:39,2017-01-01 07:30:58,1,.50,1,N,141,236,1,4,0,0.5,0.96,0,0.3,5.76
1,2017-01-01 07:31:52,2017-01-01 07:40:30,1,2.10,1,N,186,162,1,9,0,0.5,1.95,0,0.3,11.75
2,2017-01-01 00:01:45,2017-01-01 00:58:14,1,8.34,1,N,186,225,2,36.5,0.5,0.5,0,0,0.3,37.8
2,2017-01-01 00:01:31,2017-01-01 00:05:40,2,1.04,1,N,238,166,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-01-01 07:26:59,2017-01-01 07:34:18,1,1.93,1,N,163,186,2,8,0,0.5,0,0,0.3,8.8
2,2017-01-01 07:38:03,2017-01-01 07:47:01,6,2.37,1,N,107,48,2,10,0,0.5,0,0,0.3,10.8
1,2017-01-01 07:33:17,2017-01-01 07:59:27,1,16.30,1,N,229,37,1,44.5,0,0.5,8,5.54,0.3,58.84
2,2017-01-01 06:54:04,2017-01-01 06:55:29,2,.43,1,N,244,244,2,3.5,0,0.5,0,0,0.3,4.3
1,2017-01-01 07:17:13,2017-01-01 07:39:58,4,15.80,1,N,261,138,2,42,0,0.5,0,5.54,0.3,48.34
2,2017-01-01 07:00:00,2017-01-01 07:03:19,1,.85,1,N,237,236,2,5,0,0.5,0,0,0.3,5.8
1,2017-01-01 07:28:47,2017-01-01 07:36:45,1,2.30,1,N,249,232,2,9,0,0.5,0,0,0.3,9.8
1,2017-01-01 07:12:46,2017-01-01 07:27:00,1,4.70,1,N,137,226,2,16.5,0,0.5,0,0,0.3,17.3
1,2017-01-01 07:31:25,2017-01-01 07:40:50,1,1.90,1,N,264,264,2,9.5,0,0.5,0,0,0.3,10.3
1,2017-01-01 07:37:24,2017-01-01 07:54:47,1,6.40,1,N,230,88,2,21,0,0.5,0,0,0.3,21.8
1,2017-01-01 07:31:02,2017-01-01 07:34:51,1,.90,1,N,179,223,2,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 07:25:28,2017-01-01 07:42:06,5,4.13,1,N,48,158,2,15,0,0.5,0,0,0.3,15.8
1,2017-01-01 06:53:33,2017-01-01 07:05:40,1,3.60,1,N,162,249,2,13,0,0.5,0,0,0.3,13.8
1,2017-01-01 07:01:44,2017-01-01 07:21:03,1,6.90,1,N,79,260,2,22.5,0,0.5,0,0,0.3,23.3
2,2017-01-01 07:21:39,2017-01-01 07:34:25,2,6.00,1,N,74,137,2,18.5,0,0.5,0,0,0.3,19.3
2,2017-01-01 07:09:32,2017-01-01 07:15:29,2,1.19,1,N,48,143,1,6.5,0,0.5,1.82,0,0.3,9.12
1,2017-01-01 07:38:04,2017-01-01 07:49:38,1,7.30,1,N,140,261,1,21.5,0,0.5,4.45,0,0.3,26.75
2,2017-01-01 07:09:58,2017-01-01 07:22:34,2,5.91,1,N,263,243,2,18.5,0,0.5,0,0,0.3,19.3
1,2017-01-01 07:20:31,2017-01-01 07:26:43,1,2.10,1,N,236,74,1,8,0,0.5,1.75,0,0.3,10.55
1,2017-01-01 07:28:52,2017-01-01 07:35:09,1,2.20,1,N,43,100,1,8.5,0,0.5,0,0,0.3,9.3
1,2017-01-01 06:55:28,2017-01-01 07:11:36,1,5.80,1,N,68,226,3,19,0,0.5,0,0,0.3,19.8
1,2017-01-01 07:16:55,2017-01-01 07:31:46,1,5.80,1,N,79,74,2,17.5,0,0.5,0,0,0.3,18.3
1,2017-01-01 07:33:45,2017-01-01 07:55:38,1,11.30,1,N,230,138,1,32.5,0,0.5,6.65,0,0.3,39.95
2,2017-01-01 06:57:47,2017-01-01 07:04:07,1,.88,1,N,107,234,1,6.5,0,0.5,0,0,0.3,7.3
2,2017-01-01 07:29:00,2017-01-01 07:35:35,1,1.65,1,N,162,68,1,7.5,0,0.5,1.66,0,0.3,9.96
1,2017-01-01 07:20:39,2017-01-01 07:32:46,1,4.70,1,N,164,7,1,15,0,0.5,1,0,0.3,16.8
2,2017-01-01 06:55:43,2017-01-01 07:27:42,5,16.93,2,N,170,132,1,52,0,0.5,10,5.54,0.3,68.34
2,2017-01-01 07:06:28,2017-01-01 07:31:30,5,18.48,2,N,166,132,1,52,0,0.5,11.67,5.54,0.3,70.01
1,2017-01-01 07:34:12,2017-01-01 07:39:48,1,2.40,1,N,75,75,2,8,0,0.5,0,0,0.3,8.8
1,2017-01-01 07:27:33,2017-01-01 07:40:35,1,4.40,1,N,226,230,1,15,0,0.5,3.15,0,0.3,18.95
1,2017-01-01 07:14:08,2017-01-01 07:21:05,2,1.90,1,N,37,255,1,8,0,0.5,1.75,0,0.3,10.55
2,2017-01-01 06:54:45,2017-01-01 06:57:18,1,.61,1,N,7,7,2,4,0,0.5,0,0,0.3,4.8
2,2017-01-01 06:54:04,2017-01-01 07:00:38,1,1.60,1,N,36,36,1,7,0,0.5,0,0,0.3,7.8
2,2017-01-01 07:07:21,2017-01-01 07:16:17,2,2.32,1,N,170,140,2,9,0,0.5,0,0,0.3,9.8
2,2017-01-01 07:22:18,2017-01-01 07:32:11,1,2.47,1,N,113,48,2,10.5,0,0.5,0,0,0.3,11.3
1,2017-01-01 07:22:28,2017-01-01 07:28:16,1,1.80,1,N,246,158,1,7.5,0,0.5,1.65,0,0.3,9.95
2,2017-01-01 07:10:12,2017-01-01 07:17:07,1,.61,1,N,236,75,2,6.5,0,0.5,0,0,0.3,7.3
2,2017-01-01 06:55:52,2017-01-01 07:03:59,3,3.22,1,N,162,226,2,11,0,0.5,0,0,0.3,11.8
1,2017-01-01 07:12:01,2017-01-01 07:20:30,1,3.20,1,N,107,262,1,10.5,0,0.5,0,0,0.3,11.3
2,2017-01-01 07:11:23,2017-01-01 07:19:49,1,1.74,1,N,113,231,2,8,0,0.5,0,0,0.3,8.8
2,2017-01-01 07:23:16,2017-01-01 07:26:49,3,.94,1,N,161,186,2,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 07:31:41,2017-01-01 07:37:37,1,1.63,1,N,186,50,1,7.5,0,0.5,1.66,0,0.3,9.96
1,2017-01-01 07:07:43,2017-01-01 07:13:50,2,1.70,1,N,224,162,1,7,0,0.5,2,0,0.3,9.8
1,2017-01-01 07:36:04,2017-01-01 07:36:13,1,.00,1,N,129,129,2,2.5,0,0.5,0,0,0.3,3.3
2,2017-01-01 07:23:27,2017-01-01 07:31:12,5,1.18,1,N,230,162,2,7,0,0.5,0,0,0.3,7.8
2,2017-01-01 07:06:28,2017-01-01 07:31:30,5,18.48,2,N,166,132,1,52,0,0.5,11.67,5.54,0.3,70.01
2,2017-01-01 00:00:51,2017-01-01 00:13:56,2,4.69,1,N,262,90,2,16,0.5,0.5,0,0,0.3,17.3
2,2017-01-01 07:05:32,2017-01-01 07:06:34,2,.46,1,N,43,43,1,3.5,0,0.5,1.29,0,0.3,5.59
2,2017-01-01 07:04:56,2017-01-01 07:22:32,1,4.66,1,N,166,140,2,17.5,0,0.5,0,0,0.3,18.3
2,2017-01-01 07:28:05,2017-01-01 07:31:59,1,1.08,1,N,132,132,1,5.5,0,0.5,1,0,0.3,7.3
2,2017-01-01 07:19:40,2017-01-01 07:25:39,1,1.10,1,N,162,186,2,6.5,0,0.5,0,0,0.3,7.3
1,2017-01-01 07:27:47,2017-01-01 07:30:39,1,.50,1,N,137,234,2,4,0,0.5,0,0,0.3,4.8
1,2017-01-01 07:11:18,2017-01-01 07:23:03,1,4.40,1,N,24,48,2,15.5,0,0.5,0,0,0.3,16.3
2,2017-01-01 07:28:12,2017-01-01 07:36:32,2,1.84,1,N,68,79,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2017-01-01 07:21:45,2017-01-01 07:36:36,1,5.68,1,N,36,137,2,18,0,0.5,0,0,0.3,18.8
1,2017-01-01 07:33:26,2017-01-01 07:44:47,2,6.00,1,N,231,140,2,18.5,0,0.5,0,0,0.3,19.3
1,2017-01-01 06:59:42,2017-01-01 07:23:19,2,18.70,2,N,262,132,1,52,0,0.5,6,5.54,0.3,64.34
1,2017-01-01 07:01:47,2017-01-01 07:14:04,2,2.10,1,N,48,162,2,10.5,0,0.5,0,0,0.3,11.3
2,2017-01-01 07:23:13,2017-01-01 07:31:58,1,2.22,1,N,80,17,1,8.5,0,0.5,1.86,0,0.3,11.16
1,2017-01-01 07:09:41,2017-01-01 07:12:34,1,1.10,1,N,48,186,1,5,0,0.5,1,0,0.3,6.8
1,2017-01-01 07:08:54,2017-01-01 07:24:50,2,2.80,1,N,145,226,2,13.5,0,0.5,0,0,0.3,14.3
1,2017-01-01 07:32:19,2017-01-01 07:36:12,1,.80,1,N,264,264,1,5,0,0.5,1.15,0,0.3,6.95
2,2017-01-01 07:11:23,2017-01-01 07:19:49,1,1.74,1,N,113,231,2,8,0,0.5,0,0,0.3,8.8
2,2017-01-01 06:55:19,2017-01-01 07:18:22,2,17.30,2,N,148,132,1,52,0,0.5,10.56,0,0.3,63.36
2,2017-01-01 07:38:09,2017-01-01 07:46:21,2,2.28,1,N,237,137,2,9.5,0,0.5,0,0,0.3,10.3
2,2017-01-01 07:31:30,2017-01-01 07:59:08,5,18.55,2,N,132,230,1,52,0,0.5,0,5.54,0.3,58.34
2,2017-01-01 07:25:43,2017-01-01 07:32:04,5,1.31,1,N,230,48,2,6.5,0,0.5,0,0,0.3,7.3
2,2017-01-01 07:30:06,2017-01-01 07:37:55,1,2.69,1,N,79,255,1,10,0,0.5,2.16,0,0.3,12.96
2,2017-01-01 07:19:03,2017-01-01 07:47:40,2,7.92,1,N,163,56,2,27,0,0.5,0,0,0.3,27.8
1,2017-01-01 07:29:42,2017-01-01 07:38:24,1,2.90,1,N,161,144,1,10.5,0,0.5,1,0,0.3,12.3
2,2017-01-01 06:59:25,2017-01-01 07:14:46,1,3.53,1,N,229,158,2,14,0,0.5,0,0,0.3,14.8
2,2017-01-01 07:06:02,2017-01-01 07:13:16,1,2.84,1,N,79,237,1,10,0,0.5,3.24,0,0.3,14.04
2,2017-01-01 07:13:03,2017-01-01 07:20:30,3,2.78,1,N,74,141,2,9.5,0,0.5,0,0,0.3,10.3
2,2017-01-01 07:22:25,2017-01-01 07:42:22,1,5.79,1,N,234,238,1,20,0,0.5,5.2,0,0.3,26
2,2017-01-01 07:33:20,2017-01-01 07:37:57,1,1.54,1,N,164,237,1,6.5,0,0.5,2.19,0,0.3,9.49
1,2017-01-01 07:21:34,2017-01-01 07:34:53,1,6.80,1,N,132,197,3,20.5,0,0.5,0,0,0.3,21.3
2,2017-01-01 07:09:56,2017-01-01 07:11:03,2,.60,1,N,79,107,1,3.5,0,0.5,0.86,0,0.3,5.16
2,2017-01-01 00:00:06,2017-01-01 00:18:12,5,4.25,1,N,148,36,2,16.5,0.5,0.5,0,0,0.3,17.8
1,2017-01-01 07:02:59,2017-01-01 07:07:04,1,.50,1,N,163,48,1,4.5,0,0.5,6,0,0.3,11.3
2,2017-01-01 06:59:18,2017-01-01 07:19:13,1,6.84,1,N,144,263,1,22.5,0,0.5,1.7,0,0.3,25
1,2017-01-01 07:23:09,2017-01-01 07:26:01,1,.70,1,N,211,249,1,4.5,0,0.5,1.05,0,0.3,6.35
2,2017-01-01 07:19:44,2017-01-01 07:38:04,1,5.88,1,N,79,7,1,19,0,0.5,4.95,0,0.3,24.75
1,2017-01-01 06:56:32,2017-01-01 07:00:00,1,.60,1,N,4,79,1,4.5,0,0.5,1.05,0,0.3,6.35
2,2017-01-01 07:37:24,2017-01-01 07:56:37,1,6.27,1,N,113,62,2,21.5,0,0.5,0,0,0.3,22.3
1,2017-01-01 07:04:22,2017-01-01 07:17:47,1,3.40,1,N,164,209,2,13,0,0.5,0,0,0.3,13.8
2,2017-01-01 07:28:57,2017-01-01 07:49:58,6,12.51,1,N,48,78,2,35,0,0.5,0,0,0.3,35.8
1,2017-01-01 07:02:43,2017-01-01 07:09:20,2,1.50,1,N,264,264,1,7.5,0,0.5,1.65,0,0.3,9.95
2,2017-01-01 07:22:23,2017-01-01 07:26:31,2,.77,1,N,264,264,2,5,0,0.5,0,0,0.3,5.8
1,2017-01-01 07:07:55,2017-01-01 07:28:55,1,7.60,1,N,161,138,1,24,0,0.5,4.95,0,0.3,29.75
1,2017-01-01 07:24:25,2017-01-01 07:34:35,1,2.80,1,N,107,140,1,11,0,0.5,1.5,0,0.3,13.3
2,2017-01-01 07:02:02,2017-01-01 07:23:45,1,6.05,1,N,237,7,2,20.5,0,0.5,0,0,0.3,21.3
2,2017-01-01 00:01:42,2017-01-01 00:08:19,2,1.35,1,N,234,114,2,7,0.5,0.5,0,0,0.3,8.3
1,2017-01-01 07:04:14,2017-01-01 07:05:06,1,.30,1,N,107,137,2,3,0,0.5,0,0,0.3,3.8
1,2017-01-01 06:59:59,2017-01-01 07:14:36,3,4.20,1,N,79,80,2,15.5,0,0.5,0,0,0.3,16.3
2,2017-01-01 07:21:16,2017-01-01 07:29:47,1,2.72,1,N,48,140,2,10,0,0.5,0,0,0.3,10.8
2,2017-01-01 07:05:39,2017-01-01 07:24:08,2,14.66,1,N,132,112,1,39.5,0,0.5,12.09,0,0.3,52.39
1,2017-01-01 07:25:22,2017-01-01 07:46:26,2,11.70,1,N,48,138,1,33,0,0.5,7.85,5.54,0.3,47.19
1,2017-01-01 07:00:24,2017-01-01 07:25:57,1,14.70,1,N,48,252,2,41,0,0.5,0,5.54,0.3,47.34
1,2017-01-01 07:05:21,2017-01-01 07:17:07,1,4.70,1,N,249,236,1,15,0,0.5,3.95,0,0.3,19.75
2,2017-01-01 06:53:35,2017-01-01 07:15:05,1,14.52,1,N,132,7,1,39.5,0,0.5,8.06,0,0.3,48.36
2,2017-01-01 07:11:24,2017-01-01 07:19:19,5,1.53,1,N,236,239,1,8,0,0.5,1.76,0,0.3,10.56
1,2017-01-01 07:01:20,2017-01-01 07:08:15,1,1.60,1,N,234,137,2,7.5,0,0.5,0,0,0.3,8.3
