VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type
VTS,2014-05-30 00:44:00,2014-05-30 01:01:00,1,2.9900000000000002,-74.000011999999998,40.738255000000002,1,,-73.982647,40.723382000000001,CSH,13,0.5,0.5,0,0,14
VTS,2014-05-23 23:11:00,2014-05-23 23:33:00,1,9.8200000000000003,-73.864102000000003,40.769907000000003,1,,-73.966840000000005,40.763311999999999,CSH,28.5,0.5,0.5,0,5.3300000000000001,34.829999999999998
VTS,2014-05-27 19:13:00,2014-05-27 19:21:00,1,1.6899999999999999,-73.955678000000006,40.764052,1,,-73.975151999999994,40.754976999999997,CRD,8,1,0.5,2.25,0,11.75
CMT,2014-05-02 21:10:55,2014-05-02 21:18:28,1,1.3,-74.000843000000003,40.727359,1,N,-73.988356999999993,40.737606999999997,CRD,7,0.5,0.5,1.6000000000000001,0,9.5999999999999996
CMT,2014-05-21 06:17:00,2014-05-21 06:25:17,1,2.7999999999999998,-74.007524000000004,40.725822000000001,1,N,-73.986275000000006,40.762124,CSH,10,0,0.5,0,0,10.5
CMT,2014-05-29 17:49:33,2014-05-29 17:58:37,1,1.2,-73.984702999999996,40.764130000000002,1,N,-73.98563,40.778351999999998,CSH,8,1,0.5,0,0,9.5
VTS,2014-05-13 17:48:00,2014-05-13 18:20:00,1,6.71,-73.986467000000005,40.756464999999999,1,,-73.959069999999997,40.690485000000002,CRD,26,1,0.5,8.0999999999999996,0,35.600000000000001
VTS,2014-05-03 18:53:00,2014-05-03 19:03:00,1,1.4399999999999999,-73.995530000000002,40.744207000000003,1,,-73.975572,40.733091999999999,CRD,8.5,0,0.5,2.5499999999999998,0,11.550000000000001
VTS,2014-05-02 00:28:00,2014-05-02 00:36:00,6,0.91000000000000003,-74.006138000000007,40.739857000000001,1,,-74.001777000000004,40.732387000000003,CRD,7,0.5,0.5,1,0,9
CMT,2014-05-31 15:13:00,2014-05-31 15:25:04,4,2.1000000000000001,-73.948920000000001,40.776783999999999,1,N,-73.971984000000006,40.793118,CSH,10.5,0,0.5,0,0,11
VTS,2014-05-18 13:39:00,2014-05-18 13:45:00,2,2.1800000000000002,-73.972367000000006,40.745592000000002,1,,-73.953242000000003,40.771332000000001,CRD,8,0,0.5,1.6000000000000001,0,10.1
CMT,2014-05-27 17:52:43,2014-05-27 18:05:02,1,2.5,-73.991065000000006,40.750157999999999,1,N,-73.980085000000003,40.726965,CSH,11,1,0.5,0,0,12.5
CMT,2014-05-31 03:06:39,2014-05-31 03:27:17,1,4,-73.954802999999998,40.765174999999999,1,N,-73.918398999999994,40.765182000000003,CRD,18,0.5,0.5,3.7999999999999998,0,22.800000000000001
CMT,2014-05-26 23:28:21,2014-05-26 23:41:59,2,3.2000000000000002,-73.998512000000005,40.760637000000003,1,N,-73.997692999999998,40.722496999999997,CSH,12.5,0.5,0.5,0,0,13.5
CMT,2014-05-19 15:30:43,2014-05-19 15:36:01,1,0.5,-73.978296999999998,40.761600000000001,1,N,-73.972522999999995,40.764068000000002,CRD,5,0,0.5,3,0,8.5
VTS,2014-05-06 13:16:00,2014-05-06 13:48:00,1,8.7899999999999991,-73.871161999999998,40.773867000000003,1,,-73.974958000000001,40.756590000000003,CRD,31,0,0.5,7.2699999999999996,5.3300000000000001,44.100000000000001
CMT,2014-05-17 15:17:29,2014-05-17 15:21:07,1,0.40000000000000002,-73.971035999999998,40.761569000000001,1,N,-73.974435999999997,40.756354000000002,CSH,4.5,0,0.5,0,0,5
CMT,2014-05-03 04:04:35,2014-05-03 04:05:50,1,0.29999999999999999,-73.980705999999998,40.730034000000003,1,N,-73.979752000000005,40.727041999999997,CRD,3,0.5,0.5,1,0,5
VTS,2014-05-28 08:34:00,2014-05-28 08:53:00,1,3.8900000000000001,-74.007800000000003,40.705399999999997,1,,-74.00573,40.748570000000001,CRD,16,0,0.5,3.2000000000000002,0,19.699999999999999
CMT,2014-05-07 15:31:41,2014-05-07 15:45:38,1,2,-73.982010000000002,40.759762000000002,1,N,-74.006124,40.750073,CSH,11,0,0.5,0,0,11.5
VTS,2014-05-13 06:59:00,2014-05-13 07:01:00,1,0.64000000000000001,-73.996729999999999,40.74297,1,,-73.995997000000003,40.748640000000002,CRD,4,0,0.5,0.80000000000000004,0,5.2999999999999998
VTS,2014-05-13 18:00:00,2014-05-13 18:14:00,3,1.1200000000000001,-73.967434999999995,40.772157,1,,-73.980040000000002,40.765616999999999,CRD,10,1,0.5,0,0,11.5
CMT,2014-05-10 20:15:14,2014-05-10 20:17:57,2,0.80000000000000004,-73.972915,40.786937000000002,1,N,-73.979730000000004,40.776195999999999,CRD,4.5,0.5,0.5,1.1000000000000001,0,6.5999999999999996
CMT,2014-05-06 00:15:25,2014-05-06 00:27:54,1,2.6000000000000001,-73.929467000000002,40.685012999999998,1,N,-73.911384999999996,40.660542,CRD,11.5,0.5,0.5,0,0,12.5
VTS,2014-05-01 19:56:00,2014-05-01 20:05:00,1,0.85999999999999999,-73.992382000000006,40.748967,1,,-73.981567999999996,40.744627000000001,CSH,6.5,1,0.5,0,0,8
CMT,2014-05-11 01:23:10,2014-05-11 01:36:13,2,3,-73.999528999999995,40.679192999999998,1,N,-73.967268000000004,40.673746999999999,CSH,11.5,0.5,0.5,0,0,12.5
VTS,2014-05-03 09:47:00,2014-05-03 09:54:00,2,2.3500000000000001,-73.953019999999995,40.810279999999999,1,,-73.97533,40.782286999999997,CSH,9,0,0.5,0,0,9.5
VTS,2014-05-31 22:22:00,2014-05-31 22:28:00,2,0.57999999999999996,-73.984059999999999,40.749071999999998,1,,-73.977554999999995,40.753386999999996,CSH,5.5,0.5,0.5,0,0,6.5
VTS,2014-05-26 20:07:00,2014-05-26 20:11:00,1,0.93000000000000005,-73.971100000000007,40.759476999999997,1,,-73.958022,40.760869999999997,CSH,5.5,0.5,0.5,0,0,6.5
VTS,2014-05-03 01:10:00,2014-05-03 01:24:00,2,3.8599999999999999,-74.008790000000005,40.718711999999996,1,,-73.973939999999999,40.750326999999999,CRD,14,0.5,0.5,2.8999999999999999,0,17.899999999999999
VTS,2014-05-30 10:09:00,2014-05-30 10:20:00,1,1.79,-73.964316999999994,40.773491999999997,1,,-73.966194999999999,40.792417,CRD,10,0,0.5,2,0,12.5
CMT,2014-05-10 22:58:40,2014-05-10 23:25:26,1,5.0999999999999996,-73.991662000000005,40.727341000000003,1,N,-73.967787000000001,40.78725,CSH,20.5,0.5,0.5,0,0,21.5
CMT,2014-05-23 01:38:01,2014-05-23 02:09:48,2,2.6000000000000001,-73.985288999999995,40.767578,1,N,-73.996347999999998,40.742924000000002,CSH,9,0.5,0.5,0,0,10
VTS,2014-05-05 20:01:00,2014-05-05 20:10:00,1,2.5,-73.984423000000007,40.754235000000001,1,,-73.955712000000005,40.768070000000002,CSH,9.5,0.5,0.5,0,0,10.5
VTS,2014-05-07 14:11:00,2014-05-07 14:19:00,6,1.23,-73.976857999999993,40.747742000000002,1,,-73.981750000000005,40.734336999999996,CRD,7,0,0.5,1.3999999999999999,0,8.9000000000000004
CMT,2014-05-15 04:49:42,2014-05-15 04:57:34,1,2.3999999999999999,-73.989217999999994,40.748496000000003,1,N,-73.984637000000006,40.779971000000003,CSH,9,0.5,0.5,0,0,10
CMT,2014-05-09 19:50:50,2014-05-09 19:58:59,1,0.90000000000000002,-73.984144000000001,40.764865999999998,1,N,-73.967453000000006,40.757891000000001,CRD,7,1,0.5,1.7,0,10.199999999999999
VTS,2014-05-18 01:19:00,2014-05-18 01:33:00,2,5.7800000000000002,-73.987695000000002,40.762962000000002,1,,-73.950649999999996,40.825907000000001,CRD,18.5,0.5,0.5,3.7999999999999998,0,23.300000000000001
VTS,2014-05-02 01:09:00,2014-05-02 01:21:00,1,3.8999999999999999,-73.948395000000005,40.724552000000003,1,,-73.948395000000005,40.724552000000003,CSH,14.5,0.5,0.5,0,0,15.5
VTS,2014-05-19 01:24:00,2014-05-19 01:25:00,1,0.35999999999999999,-73.977827000000005,40.745961999999999,1,,-73.975386999999998,40.749692000000003,CRD,3.5,0.5,0.5,0.80000000000000004,0,5.2999999999999998
VTS,2014-05-14 15:29:00,2014-05-14 15:48:00,1,2.0600000000000001,-74.002745000000004,40.728717000000003,1,,-73.983687000000003,40.755356999999997,CRD,13.5,0,0.5,1.2,0,15.199999999999999
VTS,2014-05-22 16:50:00,2014-05-22 17:02:00,6,1.48,-73.972132999999999,40.750062,1,,-73.989547999999999,40.741656999999996,CRD,9.5,1,0.5,2.1000000000000001,0,13.1
CMT,2014-05-30 18:55:29,2014-05-30 19:11:35,1,1.8,-73.995847999999995,40.744287,1,N,-74.002843999999996,40.719918,CRD,12,1,0.5,1.5,0,15
VTS,2014-05-24 00:49:00,2014-05-24 00:58:00,1,1.6000000000000001,-73.990549999999999,40.71942,1,,-73.982943000000006,40.738827000000001,CRD,8.5,0.5,0.5,1.8,0,11.300000000000001
VTS,2014-05-21 20:36:00,2014-05-21 20:51:00,1,3.2000000000000002,-73.994107,40.766666999999998,1,,-73.995829999999998,40.731966999999997,CRD,13,0.5,0.5,2.7000000000000002,0,16.699999999999999
CMT,2014-05-02 18:13:55,2014-05-02 19:04:19,1,6.2000000000000002,-74.016972999999993,40.707726999999998,1,N,-73.956333999999998,40.742272999999997,CSH,22.5,1,0.5,0,0,24
CMT,2014-05-18 22:09:03,2014-05-18 22:19:24,4,1.3999999999999999,-73.987212999999997,40.758685,1,N,-73.969136000000006,40.759304999999998,CSH,9,0.5,0.5,0,0,10
VTS,2014-05-03 23:02:00,2014-05-03 23:26:00,1,6.1900000000000004,-73.990842000000001,40.729374999999997,1,,-73.964371999999997,40.802154999999999,CSH,21.5,0.5,0.5,0,0,22.5
VTS,2014-05-11 11:37:00,2014-05-11 12:04:00,1,15.359999999999999,-73.989936999999998,40.735052000000003,2,,-73.808741999999995,40.688397000000002,CRD,52,0,0.5,17.199999999999999,5.3300000000000001,75.030000000000001
VTS,2014-05-28 18:26:00,2014-05-28 18:29:00,2,0.77000000000000002,-73.983014999999995,40.735121999999997,1,,-73.986037999999994,40.726680000000002,CSH,4.5,1,0.5,0,0,6
VTS,2014-05-04 02:45:00,2014-05-04 02:53:00,1,2.4700000000000002,-73.985006999999996,40.749291999999997,1,,-73.955969999999994,40.767834999999998,CRD,10,0.5,0.5,1,0,12
VTS,2014-05-02 17:56:00,2014-05-02 19:11:00,6,12.119999999999999,-73.866067000000001,40.771242000000001,1,,-73.978958000000006,40.674717000000001,CRD,50.5,1,0.5,10.300000000000001,0,62.299999999999997
VTS,2014-05-09 21:01:00,2014-05-09 21:20:00,1,2,-74.006164999999996,40.739710000000002,1,,-73.980000000000004,40.726801999999999,CRD,13,0.5,0.5,2,0,16
VTS,2014-05-10 09:47:00,2014-05-10 10:14:00,6,16.640000000000001,-73.977857,40.755254999999998,2,,-73.783652000000004,40.644236999999997,CSH,52,0,0.5,0,5.3300000000000001,57.829999999999998
CMT,2014-05-28 22:28:56,2014-05-28 22:31:06,1,0.40000000000000002,-73.999470000000002,40.719372,1,N,-74.003600000000006,40.715820000000001,CRD,3.5,0.5,0.5,0.90000000000000002,0,5.4000000000000004
CMT,2014-05-16 22:29:35,2014-05-16 22:41:04,1,2.1000000000000001,-73.984893,40.748109999999997,1,N,-73.997536999999994,40.763767999999999,CRD,10,0.5,0.5,2.9999999999999999E-2,0,11.029999999999999
VTS,2014-05-05 06:41:00,2014-05-05 06:53:00,3,2.3999999999999999,-73.978262000000001,40.785986999999999,1,,-73.978262000000001,40.785986999999999,CRD,11,0,0.5,2.2000000000000002,0,13.699999999999999
CMT,2014-05-29 08:32:04,2014-05-29 08:43:32,1,1.3,-74.008066999999997,40.739154999999997,1,N,-73.997647999999998,40.726165000000002,CRD,8.5,0,0.5,1.8,0,10.800000000000001
VTS,2014-05-29 13:58:00,2014-05-29 14:29:00,1,6.7999999999999998,-74.014825000000002,40.714390000000002,1,,-73.981769999999997,40.756472000000002,CSH,28,0,0.5,0,0,28.5
VTS,2014-05-04 04:38:00,2014-05-04 04:54:00,6,4.1299999999999999,-74.007677000000001,40.740806999999997,1,,-73.961667000000006,40.761012000000001,CSH,15.5,0.5,0.5,0,0,16.5
CMT,2014-05-14 18:49:52,2014-05-14 18:54:39,1,0.80000000000000004,-73.982833999999997,40.742302000000002,1,N,-73.992617999999993,40.737260999999997,CRD,5,1,0.5,1.3,0,7.7999999999999998
CMT,2014-05-05 08:50:26,2014-05-05 08:55:09,1,0.90000000000000002,-73.980551000000006,40.748224999999998,1,N,-73.976836000000006,40.739130000000003,CRD,5.5,0,0.5,1,0,7
CMT,2014-05-07 04:45:45,2014-05-07 04:47:39,1,0.40000000000000002,-73.993284000000003,40.721992999999998,1,N,-73.989479000000003,40.718811000000002,CSH,3.5,0.5,0.5,0,0,4.5
VTS,2014-05-07 09:43:00,2014-05-07 10:01:00,1,1.8,-73.966764999999995,40.764322,1,,-73.987983,40.75217,CSH,12,0,0.5,0,0,12.5
VTS,2014-05-01 15:09:00,2014-05-01 15:24:00,1,2.3300000000000001,-73.972435000000004,40.754192000000003,1,,-73.956952000000001,40.780520000000003,CSH,12,0,0.5,0,0,12.5
VTS,2014-05-10 23:21:00,2014-05-10 23:46:00,1,4.8899999999999997,-73.973025000000007,40.678139999999999,1,,-73.937331999999998,40.714382000000001,CRD,20.5,0.5,0.5,4.2000000000000002,0,25.699999999999999
CMT,2014-05-19 07:46:02,2014-05-19 07:51:37,1,0.80000000000000004,-73.973533000000003,40.738467999999997,1,N,-73.980607000000006,40.746709000000003,CRD,5.5,0,0.5,1,0,7
CMT,2014-05-11 13:01:39,2014-05-11 13:20:40,1,7,-73.980152000000004,40.734247000000003,1,N,-73.925257999999999,40.796328000000003,CSH,21.5,0,0.5,0,0,22
CMT,2014-05-18 20:54:33,2014-05-18 21:03:12,1,1.6000000000000001,-74.009218000000004,40.712417000000002,1,N,-73.991855999999999,40.725968999999999,CRD,8,0.5,0.5,1.8,0,10.800000000000001
CMT,2014-05-31 22:43:22,2014-05-31 22:51:00,2,1.3999999999999999,-73.981742999999994,40.773766999999999,1,N,-73.978888999999995,40.790194999999997,CSH,7.5,0.5,0.5,0,0,8.5
CMT,2014-05-18 04:08:31,2014-05-18 04:25:45,1,5.5999999999999996,-74.001942999999997,40.740454,1,Y,-73.925483,40.743769999999998,CRD,19,0.5,0.5,2,0,22
CMT,2014-05-22 02:51:37,2014-05-22 03:05:53,1,4.0999999999999996,-74.005022999999994,40.720125000000003,1,N,-73.958877000000001,40.683137000000002,CSH,15,0.5,0.5,0,0,16
VTS,2014-05-14 10:12:00,2014-05-14 10:50:00,1,11.1,-73.866479999999996,40.771206999999997,1,,-73.980824999999996,40.763089999999998,CRD,37.5,0,0.5,8.5700000000000003,5.3300000000000001,51.899999999999999
VTS,2014-05-31 12:22:00,2014-05-31 12:39:00,2,3.7999999999999998,-73.982659999999996,40.742142000000001,1,,-74.016547000000003,40.709552000000002,CRD,15,0,0.5,3,0,18.5
VTS,2014-05-30 10:59:00,2014-05-30 11:15:00,4,2.9100000000000001,-73.957480000000004,40.718089999999997,1,,-73.935717999999994,40.740160000000003,CSH,13,0,0.5,0,0,13.5
VTS,2014-05-04 19:48:00,2014-05-04 20:08:00,2,5.3099999999999996,-73.963828000000007,40.665241999999999,1,,-73.992869999999996,40.731642000000001,CRD,19.5,0,0.5,3.8999999999999999,0,23.899999999999999
VTS,2014-05-14 23:48:00,2014-05-14 23:59:00,1,2.6699999999999999,-73.988979999999998,40.758369999999999,1,,-73.95702,40.769979999999997,CRD,10.5,0.5,0.5,2.2000000000000002,0,13.699999999999999
CMT,2014-05-06 10:30:46,2014-05-06 11:04:01,1,6,-74.007343000000006,40.727530000000002,1,N,-73.961399,40.777532999999998,CRD,26,0,0.5,3.9700000000000002,0,30.469999999999999
CMT,2014-05-25 16:24:38,2014-05-25 16:40:43,1,1.7,-74.006534000000002,40.725692000000002,1,N,-73.986140000000006,40.731909000000002,CRD,12,0,0.5,0,0,12.5
VTS,2014-05-05 15:05:00,2014-05-05 15:13:00,6,0.73999999999999999,-73.961371999999997,40.774397,1,,-73.951111999999995,40.774529999999999,CRD,6,0,0.5,1.2,0,7.7000000000000002
CMT,2014-05-06 23:05:30,2014-05-06 23:12:53,1,1.6000000000000001,-73.959725000000006,40.773322,1,N,-73.974936,40.751420000000003,CSH,7.5,0.5,0.5,0,0,8.5
VTS,2014-05-08 00:08:00,2014-05-08 00:19:00,6,1.4399999999999999,-73.987741999999997,40.745694999999998,1,,-74.007052000000002,40.741596999999999,CRD,8.5,0.5,0.5,1.8,0,11.300000000000001
VTS,2014-05-15 17:52:00,2014-05-15 18:08:00,1,1.3799999999999999,-73.974694999999997,40.75356,1,,-73.991231999999997,40.748727000000002,CRD,11,1,0.5,1.1000000000000001,0,13.6
CMT,2014-05-19 09:14:10,2014-05-19 09:25:02,1,1,-73.985777999999996,40.755285999999998,1,N,-73.972924000000006,40.753014999999998,CRD,8,0,0.5,1,0,9.5
VTS,2014-05-12 19:05:00,2014-05-12 19:16:00,1,1.98,-73.989427000000006,40.719659999999998,1,,-73.988467999999997,40.741256999999997,UNK,10,1,0.5,3.2999999999999998,0,16.789999999999999
VTS,2014-05-30 09:14:00,2014-05-30 09:22:00,1,0.98999999999999999,-74.016152000000005,40.714657000000003,1,,-74.007847999999996,40.723925000000001,CRD,7,0,0.5,1.75,0,9.25
CMT,2014-05-08 02:46:42,2014-05-08 03:18:09,1,8.6999999999999993,-73.995671000000002,40.767139,1,N,-73.990759999999995,40.660697999999996,CRD,30,0.5,0.5,6.2000000000000002,0,37.200000000000003
CMT,2014-05-13 15:28:04,2014-05-13 15:37:28,2,3.7000000000000002,-73.991562000000002,40.726906,1,N,-74.011437999999998,40.702427999999998,CRD,13,0,0.5,2.7000000000000002,0,16.199999999999999
VTS,2014-05-11 15:45:00,2014-05-11 15:45:00,1,7.0000000000000007E-2,-73.964410000000001,40.79233,1,,-73.964410000000001,40.792332000000002,CRD,2.5,0,0.5,4,0,7
VTS,2014-05-05 21:57:00,2014-05-05 22:06:00,5,1.6799999999999999,-73.956665000000001,40.786741999999997,1,,-73.970191999999997,40.799436999999998,CSH,8.5,0.5,0.5,0,0,9.5
CMT,2014-05-07 12:00:28,2014-05-07 12:18:36,1,3.2000000000000002,-73.982073,40.762583999999997,1,N,-74.008540999999994,40.734920000000002,CSH,14,0,0.5,0,0,14.5
CMT,2014-05-17 23:17:48,2014-05-17 23:18:29,1,0,-73.985361999999995,40.738478000000001,5,N,-73.985434999999995,40.738501999999997,CRD,6.5,0,0,0.5,0,7
VTS,2014-05-08 19:39:00,2014-05-08 19:53:00,2,2.7999999999999998,-73.955870000000004,40.763939999999998,1,,-73.990134999999995,40.750962000000001,CRD,12,1,0.5,3.25,0,16.75
VTS,2014-05-29 13:55:00,2014-05-29 14:16:00,1,2.29,-73.998369999999994,40.713631999999997,1,,-73.985335000000006,40.74147,CRD,14.5,0,0.5,2.8999999999999999,0,17.899999999999999
CMT,2014-05-03 16:05:49,2014-05-03 16:19:48,2,5.2000000000000002,-73.968743000000003,40.750233000000001,1,N,-74.009906999999998,40.703564999999998,CSH,16.5,0,0.5,0,0,17
VTS,2014-05-25 23:03:00,2014-05-25 23:06:00,5,0.83999999999999997,-73.980878000000004,40.733947000000001,1,,-73.985827,40.727857,CRD,4.5,0.5,0.5,1.1000000000000001,0,6.5999999999999996
VTS,2014-05-15 16:23:00,2014-05-15 16:48:00,5,4.3099999999999996,0,0,1,,-74.009478000000001,40.724268000000002,CRD,19,1,0.5,2,0,22.5
VTS,2014-05-30 12:27:00,2014-05-30 12:39:00,1,1.6599999999999999,-73.976257000000004,40.785902,1,,-73.981752,40.766547000000003,CSH,9.5,0,0.5,0,0,10
VTS,2014-05-29 05:49:00,2014-05-29 05:59:00,2,2.9300000000000002,-73.996279999999999,40.738177,1,,-74.007429999999999,40.706511999999996,CRD,11,0.5,0.5,2.2999999999999998,0,14.300000000000001
CMT,2014-05-17 00:19:09,2014-05-17 00:26:54,1,2.5,-73.972064000000003,40.761994999999999,1,N,-73.975335999999999,40.787866999999999,CSH,9,0.5,0.5,0,0,10
VTS,2014-05-16 23:08:00,2014-05-16 23:27:00,1,3.27,-73.985365000000002,40.747239999999998,1,,-73.994619999999998,40.710456999999998,CRD,15,0.5,0.5,3.1000000000000001,0,19.100000000000001
VTS,2014-05-11 01:50:00,2014-05-11 02:01:00,5,2.5,-73.958060000000003,40.714652000000001,1,,-73.959086999999997,40.686725000000003,CRD,10.5,0.5,0.5,2.2000000000000002,0,13.699999999999999
VTS,2014-05-09 12:19:00,2014-05-09 12:31:00,1,1.4299999999999999,-74.007689999999997,40.724702000000001,1,,-74.014691999999997,40.71414,CRD,9,0,0.5,1.8,0,11.300000000000001
VTS,2014-05-02 21:48:00,2014-05-02 21:52:00,1,0.64000000000000001,-73.988100000000003,40.737920000000003,1,,-73.981449999999995,40.743665,CRD,4.5,0.5,0.5,1,0,6.5
VTS,2014-05-01 20:06:00,2014-05-01 20:14:00,4,1,-73.985411999999997,40.743859999999998,1,,-73.983407,40.755347,CSH,6.5,0.5,0.5,0,0,7.5
VTS,2014-05-27 21:00:00,2014-05-27 21:07:00,1,1.75,-73.973602,40.757772000000003,1,,-73.982241999999999,40.771382000000003,CRD,8,0.5,0.5,1.5,0,10.5
CMT,2014-05-03 21:53:20,2014-05-03 21:58:44,1,1,-73.982146,40.762748000000002,1,N,-73.991741000000005,40.749623999999997,CSH,6,0.5,0.5,0,0,7
CMT,2014-05-19 23:09:34,2014-05-19 23:32:34,2,5,-73.993617,40.727378000000002,1,Y,-73.987772000000007,40.779487000000003,CRD,19.5,0.5,0.5,4.0999999999999996,0,24.600000000000001
VTS,2014-05-03 01:10:00,2014-05-03 01:15:00,1,0.97999999999999998,-73.991007999999994,40.750902000000004,1,,-73.987251999999998,40.760697,CSH,6,0.5,0.5,0,0,7
VTS,2014-05-19 22:59:00,2014-05-19 23:04:00,1,1,-73.97175,40.79457,1,,-73.962630000000004,40.799579999999999,CSH,5.5,0.5,0.5,0,0,6.5
CMT,2014-05-05 16:36:27,2014-05-05 16:45:06,1,1,0,0,1,N,0,0,CSH,7,1,0.5,0,0,8.5
VTS,2014-05-03 11:18:00,2014-05-03 11:24:00,3,1.3100000000000001,-73.986405000000005,40.730266999999998,1,,-73.997095000000002,40.714624999999998,CRD,6.5,0,0.5,1,0,8
CMT,2014-05-04 01:20:45,2014-05-04 01:48:49,1,6.4000000000000004,-74.003264000000001,40.739092999999997,1,N,-73.927204000000003,40.762506000000002,CSH,24,0.5,0.5,0,0,25
VTS,2014-05-30 19:29:00,2014-05-30 19:32:00,2,0.45000000000000001,-73.958309999999997,40.768867,1,,-73.964043000000004,40.767972,CRD,4,1,0.5,1,0,6.5
VTS,2014-05-19 13:56:00,2014-05-19 14:03:00,1,1,-73.978870000000001,40.766750000000002,1,,-73.980739999999997,40.779679999999999,CRD,6.5,0,0.5,1,0,8
CMT,2014-05-13 10:27:11,2014-05-13 10:31:14,1,0.59999999999999998,-73.954330999999996,40.773342,1,N,-73.945605,40.773789000000001,CRD,5,0,0.5,1.3500000000000001,0,6.8499999999999996
CMT,2014-05-21 00:28:42,2014-05-21 00:40:41,1,3.3999999999999999,-73.984688000000006,40.748176999999998,1,N,-73.980575999999999,40.782378999999999,CSH,13,0.5,0.5,0,0,14
CMT,2014-05-18 22:23:16,2014-05-18 22:25:18,1,0.59999999999999998,-73.950084000000004,40.781573999999999,1,Y,-73.953857999999997,40.773975,CSH,4,0.5,0.5,0,0,5
CMT,2014-05-03 10:54:52,2014-05-03 11:09:33,1,12.800000000000001,-73.978680999999995,40.777565000000003,1,N,-73.979144000000005,40.761647000000004,CSH,2.5,0,0.5,0,0,3
CMT,2014-05-01 22:57:57,2014-05-01 23:04:43,2,0.80000000000000004,-73.983530000000002,40.761637,1,N,-73.991601000000003,40.750183999999997,CSH,6.5,0.5,0.5,0,0,7.5
CMT,2014-05-13 02:45:52,2014-05-13 03:01:06,2,6.2999999999999998,-73.949036000000007,40.797207,1,N,-73.927155999999997,40.766064,CRD,19.5,0.5,0.5,4.0999999999999996,0,24.600000000000001
CMT,2014-05-26 17:03:33,2014-05-26 17:14:07,3,2.5,-73.978541000000007,40.736682999999999,1,N,-73.971846999999997,40.765345000000003,CRD,10.5,0,0.5,2.2000000000000002,0,13.199999999999999
CMT,2014-05-31 15:45:38,2014-05-31 16:14:33,2,4.7999999999999998,-73.944576999999995,40.834603000000001,1,Y,-73.982350999999994,40.770910000000001,CSH,22,0,0.5,0,0,22.5
VTS,2014-05-03 16:08:00,2014-05-03 16:16:00,1,2.3700000000000001,-73.959941999999998,40.779415,1,,-73.935730000000007,40.803710000000002,CSH,9.5,0,0.5,0,0,10
CMT,2014-05-08 06:48:38,2014-05-08 06:51:02,1,0.40000000000000002,-73.976704999999995,40.755842999999999,1,N,-73.973847000000006,40.759867999999997,CSH,3.5,0,0.5,0,0,4
CMT,2014-05-21 17:58:10,2014-05-21 18:06:53,1,0.40000000000000002,-73.963914000000003,40.767698000000003,1,N,-73.959551000000005,40.763575000000003,CRD,6.5,1,0.5,1.5,0,9.5
VTS,2014-05-10 14:41:00,2014-05-10 14:51:00,5,1.6200000000000001,-74.000789999999995,40.726007000000003,1,,-74.007644999999997,40.741967000000002,CSH,9,0,0.5,0,0,9.5
VTS,2014-05-02 09:34:00,2014-05-02 09:42:00,1,1.0800000000000001,-74.008174999999994,40.738819999999997,1,,-73.990825000000001,40.734577000000002,CSH,7,0,0.5,0,0,7.5
CMT,2014-05-21 08:07:07,2014-05-21 08:10:38,1,0.40000000000000002,-73.972083999999995,40.754125000000002,1,N,-73.972707,40.758718000000002,CRD,4.5,0,0.5,1,0,6
CMT,2014-05-29 18:15:03,2014-05-29 18:47:06,1,4.9000000000000004,-73.992112000000006,40.748699999999999,1,N,-73.961205000000007,40.707177000000001,CSH,24,1,0.5,0,0,25.5
CMT,2014-05-13 08:53:15,2014-05-13 09:08:11,1,2.6000000000000001,-73.983841999999996,40.744495000000001,1,N,-73.954983999999996,40.767138000000003,CRD,12.5,0,0.5,2.6000000000000001,0,15.6
CMT,2014-05-22 13:52:49,2014-05-22 14:09:21,2,1.6000000000000001,-73.980811000000003,40.769426000000003,1,N,-73.957543999999999,40.770099000000002,CRD,11,0,0.5,2.2999999999999998,0,13.800000000000001
CMT,2014-05-04 01:38:14,2014-05-04 01:52:55,2,3.2999999999999998,-74.005264999999994,40.718974000000003,1,N,-73.957830999999999,40.712986000000001,CRD,13.5,0.5,0.5,2.8999999999999999,0,17.399999999999999
CMT,2014-05-08 06:49:01,2014-05-08 06:51:04,1,0.59999999999999998,-73.971146000000005,40.792878000000002,1,N,-73.964419000000007,40.799920999999998,CSH,4,0,0.5,0,0,4.5
CMT,2014-05-20 10:40:20,2014-05-20 10:49:29,1,1.3,0,0,1,N,0,0,CSH,8,0,0.5,0,0,8.5
CMT,2014-05-08 22:57:13,2014-05-08 22:59:30,1,0.59999999999999998,-73.993951999999993,40.741537000000001,1,N,-73.992401000000001,40.747414999999997,CRD,4,0.5,0.5,1,0,6
CMT,2014-05-19 22:20:03,2014-05-19 22:24:05,2,0.90000000000000002,-73.951758999999996,40.782226000000001,1,N,-73.959507000000002,40.773072999999997,CSH,5,0.5,0.5,0,0,6
CMT,2014-05-02 06:50:55,2014-05-02 06:56:02,1,1.8,-73.968925999999996,40.754547000000002,1,N,-73.985945999999998,40.735157999999998,CRD,7,0,0.5,1,0,8.5
